Id,Input_1,Input_2,Input_3,Input_4,Sentence,Answer,No_ordering
XGHe4C,XGHe4C_ddz.jpg,XGHe4C_lnn.jpg,XGHe4C_uhy.jpg,XGHe4C_ylo.jpg," Then, Another boy is jumping rope as well and swirling it around and he eventually throws his rope.","[1, 2, 3, 4]",True
2QT3Ib,2QT3Ib_hva.jpg,2QT3Ib_jqw.jpg,2QT3Ib_kek.jpg,2QT3Ib_ywl.jpg,"A cake is positioned on a counter, transitioning to a text screen; then, the title ""GINGA"" vanishes as a person performing a handstand appears.","[3, 1, 4, 2]",False
5akQGL,5akQGL_aev.jpg,5akQGL_bjg.jpg,5akQGL_ove.jpg,5akQGL_qjf.jpg,"The woman turns her head slightly right, lowering her hands from her hair, then another woman rotates clockwise to face the camera, revealing styled curls.","[4, 1, 2, 3]",False
2JT8Q1,2JT8Q1_ajl.jpg,2JT8Q1_iqx.jpg,2JT8Q1_sek.jpg,2JT8Q1_urb.jpg,"A woman raises a spray container, directing it upward to apply liquid onto the roof as the camera shifts right, then a person sprays cleaner on the roof, followed by a zoom-in of water spraying across the shingles.","[4, 1, 2, 3]",False
o4lYgH,o4lYgH_blb.jpg,o4lYgH_ire.jpg,o4lYgH_jbw.jpg,o4lYgH_wum.jpg,"The cake exits as ingredients, including marshmallows and bowls, enter the scene, followed by the dry mixture in the bowl transforming into a smooth, creamy batter as the whisk stirs continuously.","[3, 1, 4, 2]",False
rTU0Ec,rTU0Ec_cfb.jpg,rTU0Ec_hrj.jpg,rTU0Ec_nrw.jpg,rTU0Ec_tcq.jpg,A man throwing the frisbee to his dog and the dog catches.,"[3, 1, 4, 2]",False
mSL6nb,mSL6nb_ecm.jpg,mSL6nb_iji.jpg,mSL6nb_qwy.jpg,mSL6nb_smy.jpg," She goes over a large wave, which knocks her over.","[1, 3, 4, 2]",False
lzhEJb,lzhEJb_elk.jpg,lzhEJb_guq.jpg,lzhEJb_gym.jpg,lzhEJb_iap.jpg,"The treadmill display shows contact information as the camera zooms out, then the scene shifts to a rowing machine where feet are secured, followed by hands grasping the handle as the camera pans slightly right.","[4, 2, 3, 1]",False
mvzWIJ,mvzWIJ_aav.jpg,mvzWIJ_boa.jpg,mvzWIJ_hdg.jpg,mvzWIJ_wpb.jpg, He takes the bologna out of the pan and places it on the toast along with the cheese slices.,"[3, 4, 2, 1]",False
uppxpX,uppxpX_bjo.jpg,uppxpX_dyj.jpg,uppxpX_jjx.jpg,uppxpX_uvm.jpg," The man in the black suit is using nunchucks to play ping pong, they now have 4 players playing against him, the man in the black suit taunts them by reading a book while playing, he also pauses the ping pong balls, takes a sip of water and resumes The man starts laughing at them, and the men are frustrated.","[4, 3, 2, 1]",False
y12hOU,y12hOU_amp.jpg,y12hOU_opn.jpg,y12hOU_xuo.jpg,y12hOU_yiq.jpg,"A flame begins to flicker through the branches, then grows larger as it ignites the kindling, eventually rising high in a vibrant fire surrounded by stones.","[3, 4, 2, 1]",False
xRiUXi,xRiUXi_gbt.jpg,xRiUXi_kwa.jpg,xRiUXi_usu.jpg,xRiUXi_zfc.jpg,"The athlete exits the sand pit as the results board shows scores, then another athlete transitions from standing on the track to lying down with bent legs.","[2, 4, 3, 1]",False
DibTY4,DibTY4_cuh.jpg,DibTY4_lcn.jpg,DibTY4_lhr.jpg,DibTY4_vlj.jpg,"The diver leaps off the platform as the camera shifts left, transitioning to players swimming towards the goal, followed by a dramatic zoom-in on the ""MATT VS."" title screen.","[3, 1, 4, 2]",False
eP76Xd,eP76Xd_nee.jpg,eP76Xd_uuy.jpg,eP76Xd_vht.jpg,eP76Xd_vsz.jpg,The man uses his match to set fire to the wooden logs.,"[2, 4, 3, 1]",False
pe8JA2,pe8JA2_bxv.jpg,pe8JA2_nnn.jpg,pe8JA2_vju.jpg,pe8JA2_xbg.jpg, A man falls into a large puddle of mud.,"[1, 2, 3, 4]",True
i8B4gN,i8B4gN_hvq.jpg,i8B4gN_jsc.jpg,i8B4gN_mhj.jpg,i8B4gN_rox.jpg,"The dancers separate slightly as the male dancer rotates counter-clockwise; then the female dancer rotates counter-clockwise, turning her back to the camera as the scene zooms out slightly.","[1, 4, 3, 2]",False
eoWxXF,eoWxXF_cod.jpg,eoWxXF_ifp.jpg,eoWxXF_jfp.jpg,eoWxXF_kot.jpg, Throws the old and dirty paper towel and reach the roll of paper towel and clean the knife.,"[1, 2, 3, 4]",True
0HL0mO,0HL0mO_ckm.jpg,0HL0mO_jtr.jpg,0HL0mO_kuy.jpg,0HL0mO_tst.jpg, The camera pans down to show the various items on the table before him.,"[1, 4, 2, 3]",False
wfPmHU,wfPmHU_dpy.jpg,wfPmHU_foc.jpg,wfPmHU_oll.jpg,wfPmHU_tvr.jpg, She takes a pair of eyelash curlers and curls her lashes and then applies some mascara with a brush.,"[1, 3, 2, 4]",False
GRM7tY,GRM7tY_apd.jpg,GRM7tY_arg.jpg,GRM7tY_ibj.jpg,GRM7tY_xrv.jpg,The little girl takes a blue sponge cleans her dish and then gets down and begins walking around.,"[1, 2, 3, 4]",True
7vemG4,7vemG4_fsx.jpg,7vemG4_jlv.jpg,7vemG4_ldr.jpg,7vemG4_lqd.jpg,"The bartender places the shaker on the counter, then moves it from right to left as a glass with a green drink is positioned centrally.","[1, 2, 3, 4]",True
QUfmHT,QUfmHT_qkn.jpg,QUfmHT_ufg.jpg,QUfmHT_ukb.jpg,QUfmHT_xhw.jpg,"The person begins to adjust the bike's handlebars, then lowers their hands towards the bike frame, and finally moves slightly away while continuing to work on it.","[3, 2, 4, 1]",False
LMsWx8,LMsWx8_ljm.jpg,LMsWx8_mrn.jpg,LMsWx8_rxc.jpg,LMsWx8_vot.jpg, One of the men climbs a ladder to reach the ceiling.,"[4, 3, 1, 2]",False
wuoKIE,wuoKIE_cqd.jpg,wuoKIE_dgx.jpg,wuoKIE_dne.jpg,wuoKIE_sil.jpg,"The man raises the axe, then moves to chop wood, before showing a thumbs-up to the seated friends around the fire. The scene progresses from preparation to celebration.","[3, 2, 1, 4]",False
nwhYoV,nwhYoV_atb.jpg,nwhYoV_gkv.jpg,nwhYoV_poi.jpg,nwhYoV_xrs.jpg,"The musicians sit on stools as the spotlight shifts slightly right, then a hand strums left to right across the guitar strings, with the camera zooming in to capture the fluid motion.","[2, 4, 1, 3]",False
OkNF3l,OkNF3l_hmw.jpg,OkNF3l_isz.jpg,OkNF3l_oxl.jpg,OkNF3l_rat.jpg,"The athlete descends from mid-air near the pole, landing on the mat to the right, while the pole vaulter approaches the bar, launching upward and slightly right as the camera remains steady.","[2, 1, 3, 4]",False
uyvfjO,uyvfjO_fvu.jpg,uyvfjO_kpc.jpg,uyvfjO_wmr.jpg,uyvfjO_ypv.jpg,"A child runs left across a sandy field as background scenery appears, followed by a dog leaping towards a crouching person with a frisbee, moving from right to left indoors.","[1, 4, 2, 3]",False
jTmHMq,jTmHMq_gte.jpg,jTmHMq_hjd.jpg,jTmHMq_kpx.jpg,jTmHMq_xui.jpg, A person on a motor bike is doing tricks off of a jump.,"[3, 2, 1, 4]",False
ylQ1vF,ylQ1vF_ihk.jpg,ylQ1vF_pnk.jpg,ylQ1vF_trs.jpg,ylQ1vF_ubn.jpg,"The camera zooms in on a book beside a drink, then zooms out to reveal two people behind glasses filled with ice and lemon slices as whiskey is poured.","[2, 3, 4, 1]",False
uDTV45,uDTV45_asv.jpg,uDTV45_eih.jpg,uDTV45_jxs.jpg,uDTV45_roc.jpg,"Cheese is placed on bread, followed by meat layers, then a small object on a plate ignites into a flame as the camera zooms in.","[2, 3, 1, 4]",False
FqVUPV,FqVUPV_dig.jpg,FqVUPV_mqj.jpg,FqVUPV_thy.jpg,FqVUPV_udm.jpg,"The group lands from a jump, standing in formation as the camera tilts down, then the scene shifts to a person transitioning from dips on indoor bars to performing on parallel bars in a public competition setting.","[3, 4, 1, 2]",False
ZFBXDA,ZFBXDA_ldh.jpg,ZFBXDA_mmm.jpg,ZFBXDA_xyf.jpg,ZFBXDA_zst.jpg,"The stylist begins to cut the woman's hair, then blow-dries it, followed by a spin to show the new style, and finally adjusts the hair while she smiles.","[2, 4, 3, 1]",False
oUQ5GW,oUQ5GW_baf.jpg,oUQ5GW_fbk.jpg,oUQ5GW_kdx.jpg,oUQ5GW_pgy.jpg,"The person begins to slice a papaya, then mixes the ingredients in a bowl, before moving to present the dish with a smile. Finally, they hold a piece of papaya.","[3, 2, 4, 1]",False
fxAsO6,fxAsO6_eck.jpg,fxAsO6_has.jpg,fxAsO6_iez.jpg,fxAsO6_nel.jpg,"A hairdryer moves out of view as the woman sings outdoors with text overlay, then a yellow sock shifts left on the bed while the person adjusts their other sock.","[4, 2, 3, 1]",False
VyjH6F,VyjH6F_fby.jpg,VyjH6F_gle.jpg,VyjH6F_nvt.jpg,VyjH6F_zqa.jpg, The man plays the harmonica and pauses to hold it up to the screen as well as a picture.,"[2, 4, 3, 1]",False
VZbagc,VZbagc_avn.jpg,VZbagc_hwl.jpg,VZbagc_hwo.jpg,VZbagc_mox.jpg," First, the man turns his water sprayer on and he starts spraying all of the dirt off of the car.","[1, 4, 2, 3]",False
5y7bLf,5y7bLf_dak.jpg,5y7bLf_mnz.jpg,5y7bLf_mqm.jpg,5y7bLf_pry.jpg,"The camera zooms in as glue is applied to a marked tire, then shifts to hands folding blue wrapping paper, creasing the edges before securing the final flap.","[3, 2, 1, 4]",False
TkvryF,TkvryF_gur.jpg,TkvryF_ltu.jpg,TkvryF_noc.jpg,TkvryF_rdl.jpg,"Then man goes on the diving board, rubs his hands together, then jumps off the diving board 4 times and does various flips before he lands in the water.","[3, 1, 4, 2]",False
IOl3cv,IOl3cv_dfn.jpg,IOl3cv_lgd.jpg,IOl3cv_umr.jpg,IOl3cv_wgz.jpg,"The man raises the wallpaper, then moves into position to smooth it out, adjusting his stance as he continues to apply it to the wall.","[1, 2, 4, 3]",False
FLzekX,FLzekX_exc.jpg,FLzekX_fxk.jpg,FLzekX_okz.jpg,FLzekX_tio.jpg, They stand the dog up and wash him.,"[2, 1, 3, 4]",False
CLrQgf,CLrQgf_ded.jpg,CLrQgf_ppn.jpg,CLrQgf_tmh.jpg,CLrQgf_yrl.jpg,  The teams pull on the rope as the team in white wins the match and again they walk to the middle of the field and are met by other children in white shirts and they all celebrate.,"[1, 2, 3, 4]",True
CpZ3Rf,CpZ3Rf_fjt.jpg,CpZ3Rf_nlv.jpg,CpZ3Rf_qds.jpg,CpZ3Rf_ycz.jpg,"The drummer rises from her seat, lowering her arms, while the skateboarder glides forward into an open plaza as the camera pans slightly left, revealing more urban buildings in the background.","[1, 3, 2, 4]",False
6XsAzE,6XsAzE_lun.jpg,6XsAzE_mqc.jpg,6XsAzE_ttf.jpg,6XsAzE_wse.jpg,"The worker mops from center to right, nearing restroom stalls as the camera pans left, then a cleaning machine moves forward across the tiles, uncovering a clean path behind it.","[3, 2, 1, 4]",False
2YjqIA,2YjqIA_jqo.jpg,2YjqIA_suv.jpg,2YjqIA_twz.jpg,2YjqIA_yby.jpg,"The sauce simmers in the pan as pasta is added, then the camera zooms out to reveal chefs gathered around a table, focusing on the cooking process together.","[1, 2, 3, 4]",True
Yv2yui,Yv2yui_ced.jpg,Yv2yui_efq.jpg,Yv2yui_ogc.jpg,Yv2yui_rzw.jpg,  A few people discuss the benefits of hulahooping and then do a demonstration.,"[2, 3, 1, 4]",False
Cw6VCV,Cw6VCV_jmv.jpg,Cw6VCV_qzc.jpg,Cw6VCV_xmi.jpg,Cw6VCV_ycm.jpg,A teen puts make up to an man on his face.,"[3, 1, 2, 4]",False
jtSkSx,jtSkSx_abt.jpg,jtSkSx_ksr.jpg,jtSkSx_rxc.jpg,jtSkSx_txu.jpg,"  The person then takes the flattened dough and puts it in a presser, dusts it with flour, and puts it into a container and then a spaghetti press which produces many strands of spaghetti.","[1, 4, 3, 2]",False
eHBGij,eHBGij_age.jpg,eHBGij_hmm.jpg,eHBGij_szj.jpg,eHBGij_ygo.jpg,"The groomer begins to trim the dog's fur, then moves to the back, continuing to groom as the dog stands on the table, surrounded by cut hair.","[2, 3, 4, 1]",False
RCBQCe,RCBQCe_fvy.jpg,RCBQCe_hic.jpg,RCBQCe_ilr.jpg,RCBQCe_jas.jpg,"The person clears snow from the car roof and shifts to the windshield, then the scene transitions to a person raising a bottle before moving to a cheerful individual gesturing inside a car.","[2, 4, 3, 1]",False
jvaVEK,jvaVEK_epq.jpg,jvaVEK_hwp.jpg,jvaVEK_ihb.jpg,jvaVEK_pud.jpg,"The player swings the hurl forward as the ball moves right, then a player in green moves right, releasing the ball to a teammate while the camera zooms out slightly.","[4, 2, 3, 1]",False
mHJdXV,mHJdXV_daj.jpg,mHJdXV_ifx.jpg,mHJdXV_mcp.jpg,mHJdXV_xqw.jpg,"The women begin by laying out tiles in a desired pattern, then move to arrange the tiles on the floor, and finally focus on measuring for placement.","[1, 2, 3, 4]",True
uufrdx,uufrdx_bux.jpg,uufrdx_ifo.jpg,uufrdx_ise.jpg,uufrdx_uam.jpg,"A gymnast runs, then flips several times down an indoor track.","[2, 4, 1, 3]",False
dkpv05,dkpv05_ghu.jpg,dkpv05_heg.jpg,dkpv05_ixz.jpg,dkpv05_oaj.jpg, The camera pans around the bus to show more people sitting and speaking.,"[2, 3, 4, 1]",False
mXiKW9,mXiKW9_ahz.jpg,mXiKW9_amy.jpg,mXiKW9_aye.jpg,mXiKW9_psj.jpg,"Chopped herbs scatter in the pan as cooked meat drops in with a slight zoom, transitioning to boiling pasta moving out while sautéed onions with flour slide in from the left.","[3, 4, 1, 2]",False
uHW368,uHW368_rav.jpg,uHW368_sfa.jpg,uHW368_wau.jpg,uHW368_xju.jpg, The man throws a frisbee off into the distance and the dog chases after it.,"[1, 2, 4, 3]",False
UlgXS6,UlgXS6_irx.jpg,UlgXS6_uxk.jpg,UlgXS6_vng.jpg,UlgXS6_wor.jpg,"The skier exits the forested trail, descending the open slope toward other skiers, then moves from a wider slope into a narrow trail lined with trees.","[2, 3, 1, 4]",False
YoYdDB,YoYdDB_awy.jpg,YoYdDB_cfk.jpg,YoYdDB_hfk.jpg,YoYdDB_tdh.jpg,"The child playing the congas exits the frame as ""GO-GO LiL C"" text appears, then a hand moves from cleaning the car hood to polishing the wheel as the camera tilts down.","[3, 1, 4, 2]",False
bTCKIc,bTCKIc_awo.jpg,bTCKIc_fon.jpg,bTCKIc_gzn.jpg,bTCKIc_hfu.jpg, The construction paper is folded over an item and a piece of tape secures the construction paper in the middle.,"[4, 1, 3, 2]",False
E03RR1,E03RR1_aoc.jpg,E03RR1_bxx.jpg,E03RR1_eao.jpg,E03RR1_ucy.jpg,A piercing artist removes a tissue from a woman's nose and wipes part of the nose.,"[1, 4, 2, 3]",False
ukZqoY,ukZqoY_lru.jpg,ukZqoY_pkl.jpg,ukZqoY_tze.jpg,ukZqoY_vtc.jpg, Two yellow bumper cars are stuck in the middle of the track until they get bumped by another car.,"[4, 2, 1, 3]",False
5KwMcb,5KwMcb_buk.jpg,5KwMcb_ejk.jpg,5KwMcb_lpa.jpg,5KwMcb_ynt.jpg,"The process begins with a pumpkin being prepared for carving, then it is transformed into a glowing Jack-o'-lantern, showcasing its face design as the light shines through.","[1, 3, 4, 2]",False
hVzkDi,hVzkDi_afr.jpg,hVzkDi_anx.jpg,hVzkDi_cnj.jpg,hVzkDi_cpy.jpg,"The athlete finishes their throw as the camera tilts up to show fluttering flags, then a bright light fades to reveal a ""Thanks for watching!"" message.","[4, 1, 3, 2]",False
viLMHR,viLMHR_fhe.jpg,viLMHR_ikk.jpg,viLMHR_oun.jpg,viLMHR_tas.jpg,"The flute shifts slightly closer to the keyboard as the person remains seated, then the scene transitions to hands moving from an upper drum to a lower drum, striking with fluid rhythm, while the camera remains steady.","[2, 4, 3, 1]",False
rx6VY5,rx6VY5_evi.jpg,rx6VY5_gfx.jpg,rx6VY5_ivi.jpg,rx6VY5_ysq.jpg," Then in a green shirt, he skateboards past a school, straight into a basketball court and then jumps over a metal railing.","[4, 3, 1, 2]",False
464AO1,464AO1_kix.jpg,464AO1_lgn.jpg,464AO1_qnq.jpg,464AO1_sqb.jpg,"The wallpaper moves upward as paint is rolled over it, then the measuring tape retracts while the worker uses a tile cutter on the floor, with the camera panning right.","[2, 3, 1, 4]",False
qDtO3z,qDtO3z_ekd.jpg,qDtO3z_qwo.jpg,qDtO3z_uhf.jpg,qDtO3z_wmi.jpg,"A close-up of vibrant nail art shifts to a floral title screen, then the camera captures a braid as hands enter, adding sections to enhance the style.","[2, 3, 1, 4]",False
cozZAW,cozZAW_aua.jpg,cozZAW_hne.jpg,cozZAW_wlg.jpg,cozZAW_xax.jpg, The ball is passed another to score a goal and then the game continues on.,"[3, 1, 4, 2]",False
aZ66vs,aZ66vs_hoh.jpg,aZ66vs_rdx.jpg,aZ66vs_wma.jpg,aZ66vs_wzu.jpg," The man grabs a microphone then walks towards the end of the stage, someone throws him his white hat that flew off of his head and he puts it on.","[1, 3, 4, 2]",False
SrVU2t,SrVU2t_cbs.jpg,SrVU2t_euy.jpg,SrVU2t_pqj.jpg,SrVU2t_sgs.jpg, They run down a runway holding a pole and vault over a bar.,"[2, 4, 1, 3]",False
TrLNZV,TrLNZV_dbg.jpg,TrLNZV_fzp.jpg,TrLNZV_gya.jpg,TrLNZV_jly.jpg,"The instructor begins to gesture and speak, then shifts his hand to his chin while maintaining eye contact, before the scene transitions to a water-themed graphic.","[1, 2, 3, 4]",True
5uYyht,5uYyht_bcu.jpg,5uYyht_cos.jpg,5uYyht_jap.jpg,5uYyht_utu.jpg,A man catch a fish from a hole in the ice.,"[1, 4, 2, 3]",False
WY3E3U,WY3E3U_jfd.jpg,WY3E3U_mpp.jpg,WY3E3U_otm.jpg,WY3E3U_zvs.jpg,"The plate transitions from containing spices to displaying a prepared salad as the camera angle remains consistent, then a papaya slice enters the bowl, and hands move in to mix the contents.","[4, 3, 2, 1]",False
BQbJ8j,BQbJ8j_gok.jpg,BQbJ8j_nsu.jpg,BQbJ8j_utk.jpg,BQbJ8j_zzv.jpg,"The worker begins to cut into the wall with a circular saw, then raises the tool higher as he continues the cut, maintaining focus on the task.","[3, 2, 4, 1]",False
070M5m,070M5m_hhf.jpg,070M5m_jbq.jpg,070M5m_rfj.jpg,070M5m_vrk.jpg,"The carpet tile moves closer and rotates slightly as the camera zooms in on the cutter trimming, then the red tape transitions from being applied to the bike handlebar to being held below the handle as the camera shifts right.","[2, 1, 4, 3]",False
qLuoP9,qLuoP9_cdj.jpg,qLuoP9_cqz.jpg,qLuoP9_iho.jpg,qLuoP9_jvs.jpg,"The athlete lifts the barbell upward, transitioning into a squat position, as the scene shifts to a person squatting under a barbell with a resistance band added for support while the trainer approaches to assist.","[2, 1, 4, 3]",False
1fLTZw,1fLTZw_ghy.jpg,1fLTZw_rvw.jpg,1fLTZw_wko.jpg,1fLTZw_zmr.jpg, A ma looks down at his lap with the drink still in front of him.,"[3, 4, 1, 2]",False
tdJmw3,tdJmw3_bbg.jpg,tdJmw3_lol.jpg,tdJmw3_sah.jpg,tdJmw3_szr.jpg," The divers dive deeper to into the water, they swim towards a coral bed under the water.","[1, 4, 3, 2]",False
3kBkIZ,3kBkIZ_fsy.jpg,3kBkIZ_hqa.jpg,3kBkIZ_lyl.jpg,3kBkIZ_wrk.jpg,"The child approaches the camera from the colorful pavement into a close-up view, then the girl's head rotates left as the camera zooms out, revealing more of the background while her hair is styled.","[1, 2, 3, 4]",True
ZD2KPz,ZD2KPz_ily.jpg,ZD2KPz_jqk.jpg,ZD2KPz_kcu.jpg,ZD2KPz_xih.jpg," After, a young men wearing black clothes flips his skateboard and jumps.","[3, 2, 4, 1]",False
0KIu5B,0KIu5B_cft.jpg,0KIu5B_wxq.jpg,0KIu5B_xoh.jpg,0KIu5B_ysp.jpg,"The woman in blue slightly leans forward as the camera tilts down, while the person kneeling pulls the resistance band back, extending it horizontally by raising their arm forward.","[4, 2, 3, 1]",False
yRV6qx,yRV6qx_eva.jpg,yRV6qx_hwz.jpg,yRV6qx_rir.jpg,yRV6qx_rqh.jpg,"The ""Quality Massage"" text fades as a vacuum-like tool approaches a leg; then, a knife cuts through carpet fibers, exiting as a tool secures the edges.","[4, 1, 3, 2]",False
9P03Jr,9P03Jr_ctv.jpg,9P03Jr_ljx.jpg,9P03Jr_vtk.jpg,9P03Jr_xav.jpg, He nods his head in approval to the coffee and is shown again drinking more coffee next to a person.,"[4, 2, 1, 3]",False
w1Vop4,w1Vop4_hok.jpg,w1Vop4_jkl.jpg,w1Vop4_ldw.jpg,w1Vop4_wnn.jpg,"The fire begins to grow as the flames intensify, then smoke rises from the twigs piled above the burning material, creating a stronger blaze.","[4, 1, 2, 3]",False
nQYAGL,nQYAGL_bpc.jpg,nQYAGL_hbf.jpg,nQYAGL_hqy.jpg,nQYAGL_ytt.jpg,"The woman switches from wiping a shoe with a cloth to scrubbing it with a sponge as the camera zooms in, then green onions move from beside a pot to being cut by scissors on a cutting board.","[4, 2, 1, 3]",False
SFbrQZ,SFbrQZ_agd.jpg,SFbrQZ_cbx.jpg,SFbrQZ_fvx.jpg,SFbrQZ_mbh.jpg,"The dancers shift from a line to a diagonal as the camera zooms out; then the performer leaps left with a prop, captured by a slight left pan.","[1, 3, 4, 2]",False
3yTnpA,3yTnpA_eqx.jpg,3yTnpA_pam.jpg,3yTnpA_yoq.jpg,3yTnpA_zaq.jpg," Then, the man put and fix the wheel in the bike.","[3, 2, 1, 4]",False
87ush6,87ush6_bxr.jpg,87ush6_szk.jpg,87ush6_zff.jpg,87ush6_zvb.jpg,"The performer leans in to speak into the microphone with the boy holding a flute, then the scene shifts to a person lowering their hand and focusing on applying makeup with a pen.","[1, 3, 2, 4]",False
dL6uCD,dL6uCD_gsq.jpg,dL6uCD_lii.jpg,dL6uCD_swm.jpg,dL6uCD_vqe.jpg,Three skiers are pictured on top of a mountain of a snow and they begin skiing.,"[4, 3, 1, 2]",False
3dgbi7,3dgbi7_lrh.jpg,3dgbi7_nuc.jpg,3dgbi7_oxy.jpg,3dgbi7_yze.jpg,"The mixture is transferred into a pan and topped with crushed cookies, then a wooden spoon stirs a bowl as another hand adds egg whites from the top right.","[2, 1, 4, 3]",False
